"INS_COD","C18_PERIODO","C18_DIA","C18_ACTIVO_CIR","C18_COD_IFI_ACREED","C18_PZO_RES_VENC","C18_MON_PAGO","C18_CTAS_CTES","C18_OT_OBLIG_VISTA","C18_OPE_LIQ_CURSO","C18_CONTR_REC_PTMOS","C18_DEP_CAP","C18_CONTR_DER_FIN","C18_OBLIG_BCOS","C18_MTO_GAR"
"OR",201607,31,29798480596132,"QN",1,1,8112094,0,0,0,0,0,0,0
"OR",201607,31,29798480596132,"QN",2,3,0,0,0,0,0,333930854,0,0
"OR",201607,31,29798480596132,"RO",1,1,66555485,11111910,292400,0,0,0,0,0
"OR",201607,31,29798480596132,"RO",1,3,0,0,983550000,0,0,0,0,0
"OR",201607,31,29798480596132,"RO",2,1,0,0,0,0,0,318560621,0,0
"OR",201607,31,29798480596132,"RO",2,3,0,0,0,0,0,306784520,0,0
"OR",201607,31,29798480596132,"RO",3,1,0,0,0,0,0,176546380,0,0
"OR",201607,31,29798480596132,"RO",3,2,0,0,0,0,0,1375571218,0,0
"OR",201607,31,29798480596132,"RO",3,3,0,0,0,0,0,438072579,0,0
"OR",201607,31,29798480596132,"RR",1,1,0,0,8413270000,0,0,0,0,0
"OR",201607,31,29798480596132,"RR",1,3,0,0,15081100000,0,0,0,0,0
"OR",201607,31,29798480596132,"RR",2,1,0,0,0,0,0,44522069,0,0
"OR",201607,31,29798480596132,"RR",2,2,0,0,0,0,0,226274677,0,0
"OR",201607,31,29798480596132,"RR",2,3,0,0,0,0,0,13624237801,0,0
"OR",201607,31,29798480596132,"RR",3,1,0,0,0,0,0,688258761,0,0
"OR",201607,31,29798480596132,"SN",1,1,114467,257800000,34533471198,0,0,0,0,0
"OR",201607,31,29798480596132,"SN",1,2,0,169855075,0,0,0,0,0,0
"OR",201607,31,29798480596132,"SN",1,3,0,0,14097550000,0,0,0,0,0
"OR",201607,31,29798480596132,"SN",2,1,0,0,0,0,5e+05,668988145,0,0
"OR",201607,31,29798480596132,"SN",2,2,0,0,0,0,0,4576680903,0,0
"OR",201607,31,29798480596132,"SN",2,3,0,0,0,0,0,32419378623,0,0
"OR",201607,31,29798480596132,"SN",3,1,0,0,0,0,1e+07,17823268630,0,0
"OR",201607,31,29798480596132,"SN",3,2,0,0,0,0,0,33946423064,0,0
"OR",201607,31,29798480596132,"SN",3,3,0,0,0,0,0,51607775160,0,0
"OR",201607,31,29798480596132,"SP",1,1,37183043,0,17972437739,0,0,13643368,0,0
"OR",201607,31,29798480596132,"SP",1,3,0,0,2426090000,0,0,0,0,0
"OR",201607,31,29798480596132,"SP",2,1,0,0,0,0,0,865337282,0,0
"OR",201607,31,29798480596132,"SP",2,2,0,0,0,0,0,199336311,0,0
"OR",201607,31,29798480596132,"SP",3,1,0,0,0,0,0,4507147121,0,0
"OR",201607,31,29798480596132,"SP",3,2,0,0,0,0,0,3382122888,0,0
"OR",201607,31,29798480596132,"SR",1,1,406679703,4613572,7934731500,0,0,0,0,0
"OR",201607,31,29798480596132,"SR",1,3,5750935,0,2950650000,0,0,0,0,0
"OR",201607,31,29798480596132,"SR",2,1,0,0,0,0,0,405944067,0,0
"OR",201607,31,29798480596132,"SR",2,2,0,0,0,0,0,414152302,0,0
"OR",201607,31,29798480596132,"SR",2,3,0,0,0,0,0,3589347486,0,0
"OR",201607,31,29798480596132,"SR",3,1,0,0,0,0,0,2272891903,0,0
"OR",201607,31,29798480596132,"SR",3,2,0,0,0,0,0,1462635625,0,0
"OR",201607,31,29798480596132,"ST",1,1,7200238,0,0,0,0,0,0,0
"OR",201607,31,29798480596132,"ST",1,3,6849580,0,0,0,0,0,0,0
"OR",201607,31,29798480596132,"SV",1,1,0,0,329560000,0,0,0,0,0
"OR",201607,31,29798480596132,"SV",1,3,0,0,131140000,0,0,0,0,0
"OR",201607,31,29798480596132,"TP",1,1,144729632,0,38217605,0,0,0,0,0
"OR",201607,31,29798480596132,"TP",2,1,0,0,0,0,0,199282459,0,0
"OR",201607,31,29798480596132,"TP",2,2,0,0,0,0,0,34705235,0,0
"OR",201607,31,29798480596132,"TP",3,1,0,0,0,0,0,1029582140,0,0
"OR",201607,31,29798480596132,"TP",3,2,0,0,0,0,0,3477381366,0,0
"OR",201607,31,29798480596132,"TP",3,3,0,0,0,0,0,174424238,0,0
"OR",201607,31,29798480596132,"TR",1,1,703503613,13324328,2808529560,0,0,0,0,0
"OR",201607,31,29798480596132,"TR",1,2,0,29676556,0,0,0,0,0,0
"OR",201607,31,29798480596132,"TR",1,3,316776204,0,1314022800,0,0,0,0,0
"OR",201607,31,29798480596132,"TR",2,1,0,0,0,0,0,14665605,0,0
"OR",201607,31,29798480596132,"TT",1,1,240529944,47569427,0,0,0,0,0,0
"OR",201607,31,29798480596132,"TT",1,3,1298563650,0,0,0,0,0,0,0
"OR",201607,31,29798480596132,"TT",2,2,0,0,0,0,0,29487420,0,0
"OR",201607,31,29798480596132,"TT",3,2,0,0,0,0,0,4789358473,0,0
"OR",201607,31,29798480596132,"TU",1,1,131526992,109308594,0,0,0,0,0,0
"OR",201607,31,29798480596132,"TV",1,1,2039452835,0,327500000,0,0,0,0,0
"OR",201607,31,29798480596132,"TV",1,3,544266605,0,2544116000,0,0,0,0,0
"OR",201607,31,29798480596132,"TV",2,3,0,0,0,0,0,732919903,0,0
"OR",201607,31,29798480596132,"TW",1,1,345082423,2376980,0,0,0,0,0,0
"OR",201607,31,29798480596132,"TW",1,3,971610510,0,0,0,0,0,0,0
"OR",201607,31,29798480596132,"TW",2,1,0,0,0,0,32984445,0,0,0
"OR",201607,31,29798480596132,"UP",1,1,0,0,131280000,0,0,0,0,0
"OR",201607,31,29798480596132,"UP",1,3,0,0,2786725000,0,0,0,0,0
"OR",201607,31,29798480596132,"SOU",1,1,199380258,3e+08,18933842002,0,0,0,0,0
"OR",201607,31,29798480596132,"SOU",1,2,0,1257094274,0,0,0,0,0,0
"OR",201607,31,29798480596132,"SOU",1,3,0,0,38456805000,0,0,0,0,0
"OR",201607,31,29798480596132,"SOU",2,1,0,0,0,0,0,366696280,0,0
"OR",201607,31,29798480596132,"SOU",2,2,0,0,0,0,0,707008942,0,0
"OR",201607,31,29798480596132,"SOU",2,3,0,0,0,0,0,9903612576,0,0
"OR",201607,31,29798480596132,"SOU",3,1,0,0,0,0,0,6487426307,0,0
"OR",201607,31,29798480596132,"SOU",3,2,0,0,0,0,0,6695840870,0,0
"OR",201607,31,29798480596132,"SOU",3,3,0,0,0,0,0,18562833579,0,0
"OR",201608,31,29788678481484,"PP",1,1,356948841,0,1951381600,0,0,0,0,0
"OR",201608,31,29788678481484,"PP",1,3,0,0,2767090000,0,0,0,0,0
"OR",201608,31,29788678481484,"PS",1,1,0,142239701,43338689975,0,0,0,0,0
"OR",201608,31,29788678481484,"PS",1,2,0,1097650719,0,0,0,0,0,0
"OR",201608,31,29788678481484,"PS",1,3,0,0,2699600000,0,0,0,0,0
"OR",201608,31,29788678481484,"PS",2,1,0,0,0,0,8204693333,104161698,0,0
"OR",201608,31,29788678481484,"PS",2,2,0,0,0,0,0,67818642,0,0
"OR",201608,31,29788678481484,"PS",2,3,0,0,0,0,0,87179366,0,0
"OR",201608,31,29788678481484,"PS",3,1,0,0,0,0,0,1615282022,0,0
"OR",201608,31,29788678481484,"PS",3,2,0,0,0,0,0,652516223,0,0
"OR",201608,31,29788678481484,"PU",1,1,3661528,0,17547713000,0,0,0,0,0
"OR",201608,31,29788678481484,"PU",1,3,0,0,12418160000,0,0,0,0,0
"OR",201608,31,29788678481484,"PU",2,1,0,0,0,0,0,420991203,0,0
"OR",201608,31,29788678481484,"PU",2,2,0,0,0,0,0,250475558,0,0
"OR",201608,31,29788678481484,"PU",2,3,0,0,0,0,0,1415501129,0,0
"OR",201608,31,29788678481484,"PU",3,1,0,0,0,0,0,2851476490,0,0
"OR",201608,31,29788678481484,"PU",3,2,0,0,0,0,0,2813978243,0,0
"OR",201608,31,29788678481484,"PU",3,3,0,0,0,0,0,2970881737,0,0
"OR",201608,31,29788678481484,"PW",1,1,0,1090200,43339837800,0,0,0,0,0
"OR",201608,31,29788678481484,"PW",1,3,0,0,5526081200,0,0,0,0,0
"OR",201608,31,29788678481484,"PW",2,1,0,0,0,0,0,1011696403,0,0
"OR",201608,31,29788678481484,"PW",2,2,0,0,0,0,0,1753790602,0,0
"OR",201608,31,29788678481484,"PW",2,3,0,0,0,0,0,11652388589,0,0
"OR",201608,31,29788678481484,"PW",3,1,0,0,0,0,0,8170797897,0,0
"OR",201608,31,29788678481484,"PW",3,2,0,0,0,0,0,7477457361,0,0
"OR",201608,31,29788678481484,"PW",3,3,0,0,0,0,0,22635981749,0,0
"OR",201608,31,29788678481484,"QN",1,1,2713289,0,0,0,0,0,0,0
"OR",201608,31,29788678481484,"QN",2,3,0,0,0,0,0,219049953,0,0
"OR",201608,31,29788678481484,"RO",1,1,117832190,11111910,403666579,0,0,0,0,0
"OR",201608,31,29788678481484,"RO",2,1,0,0,0,0,0,191648074,0,0
"OR",201608,31,29788678481484,"RO",2,3,0,0,0,0,0,136340744,0,0
"OR",201608,31,29788678481484,"RO",3,1,0,0,0,0,0,189740508,0,0
"OR",201608,31,29788678481484,"RO",3,2,0,0,0,0,0,1488051141,0,0
"OR",201608,31,29788678481484,"RO",3,3,0,0,0,0,0,199713773,0,0
"OR",201608,31,29788678481484,"RR",1,1,0,0,4587650000,0,0,0,0,0
"OR",201608,31,29788678481484,"RR",1,3,0,0,5736650000,0,0,0,0,0
"OR",201608,31,29788678481484,"RR",2,1,0,0,0,0,0,45143531,0,0
"OR",201608,31,29788678481484,"RR",2,2,0,0,0,0,0,126924342,0,0
"OR",201608,31,29788678481484,"RR",2,3,0,0,0,0,0,6532505252,0,0
"OR",201608,31,29788678481484,"RR",3,1,0,0,0,0,0,803156840,0,0
"OR",201608,31,29788678481484,"SN",1,1,114467,257800000,1352215000,0,0,0,0,0
"OR",201608,31,29788678481484,"SN",1,2,0,170348165,0,0,0,0,0,0
"OR",201608,31,29788678481484,"SN",1,3,0,0,5399200000,0,0,0,0,0
"OR",201608,31,29788678481484,"SN",2,1,0,0,0,0,0,842100344,0,0
"OR",201608,31,29788678481484,"SN",2,2,0,0,0,0,0,4392377445,0,0
"OR",201608,31,29788678481484,"SN",2,3,0,0,0,0,0,32503556016,0,0
"OR",201608,31,29788678481484,"SN",3,1,0,0,0,0,1e+07,19896987265,0,0
"OR",201608,31,29788678481484,"SN",3,2,0,0,0,0,0,37340539567,0,0
"OR",201608,31,29788678481484,"SN",3,3,0,0,0,0,0,52778063375,0,0
"OR",201608,31,29788678481484,"SP",1,1,67312407,0,2943428118,0,0,0,0,0
"OR",201608,31,29788678481484,"SP",1,3,0,0,13177422500,0,0,0,0,0
"OR",201608,31,29788678481484,"SP",2,1,0,0,0,0,0,610012579,0,0
"OR",201608,31,29788678481484,"SP",2,2,0,0,0,0,0,99238971,0,0
"OR",201608,31,29788678481484,"SP",3,1,0,0,0,0,0,3952916193,0,0
"OR",201608,31,29788678481484,"SP",3,2,0,0,0,0,0,1676498675,0,0
"OR",201608,31,29788678481484,"SR",1,1,456209012,870571,2349375000,0,0,0,0,0
"OR",201608,31,29788678481484,"SR",1,3,5927414,0,1012350000,0,0,0,0,0
"OR",201608,31,29788678481484,"SR",2,1,0,0,0,0,0,434423733,0,0
"OR",201608,31,29788678481484,"SR",2,2,0,0,0,0,0,314956249,0,0
"OR",201608,31,29788678481484,"SR",2,3,0,0,0,0,0,1563135648,0,0
"OR",201608,31,29788678481484,"SR",3,1,0,0,0,0,0,2453966373,0,0
"OR",201608,31,29788678481484,"SR",3,2,0,0,0,0,0,1771509104,0,0
"OR",201608,31,29788678481484,"ST",1,1,3839836,0,0,0,0,0,0,0
"OR",201608,31,29788678481484,"ST",1,3,7101960,0,0,0,0,0,0,0
"OR",201608,31,29788678481484,"SV",1,3,0,0,1349800000,0,0,0,0,0
"OR",201608,31,29788678481484,"TP",1,1,168110868,0,1684250000,0,0,0,0,0
"OR",201608,31,29788678481484,"TP",1,3,0,0,337450000,0,0,0,0,0
"OR",201608,31,29788678481484,"TP",2,1,0,0,0,0,0,256853672,0,0
"OR",201608,31,29788678481484,"TP",2,2,0,0,0,0,0,137357931,0,0
"OR",201608,31,29788678481484,"TP",3,1,0,0,0,0,0,1105873546,0,0
"OR",201608,31,29788678481484,"TP",3,2,0,0,0,0,0,3547988731,0,0
"OR",201608,31,29788678481484,"TP",3,3,0,0,0,0,0,13746966,0,0
"OR",201608,31,29788678481484,"TR",1,1,2519202142,13324328,337935189,0,0,0,0,0
"OR",201608,31,29788678481484,"TR",1,2,0,29762707,0,0,0,0,0,0
"OR",201608,31,29788678481484,"TR",1,3,575373330,0,674900000,0,0,0,0,0
"OR",201608,31,29788678481484,"TR",2,1,0,0,0,0,0,24537998,0,0
"OR",201608,31,29788678481484,"TR",2,2,0,0,0,0,0,4488543,0,0
"OR",201608,31,29788678481484,"TT",1,1,671878242,80598154,0,0,0,0,0,0
"OR",201608,31,29788678481484,"TT",1,3,1052851905,0,0,0,0,0,0,0
"OR",201608,31,29788678481484,"TT",2,2,0,0,0,0,0,59329171,0,0
"OR",201608,31,29788678481484,"TT",3,2,0,0,0,0,0,5048930800,0,0
"OR",201608,31,29788678481484,"TU",1,1,598265567,15504159,0,0,0,0,0,0
"OR",201608,31,29788678481484,"TV",1,1,1323039305,0,2290896000,0,0,0,0,0
"OR",201608,31,29788678481484,"TV",1,3,238937864,0,337450000,0,0,0,0,0
"OR",201608,31,29788678481484,"TV",2,3,0,0,0,0,0,400237189,0,0
"OR",201608,31,29788678481484,"TW",1,1,519238708,5001527,0,0,0,0,0,0
"OR",201608,31,29788678481484,"TW",1,3,789109232,0,0,0,0,0,0,0
"OR",201608,31,29788678481484,"TW",2,1,0,0,0,0,33151456,0,0,0
"OR",201608,31,29788678481484,"TW",3,2,0,0,0,0,0,21776206,0,0
"OR",201608,31,29788678481484,"TW",3,3,0,0,0,0,0,117144789,0,0
"OR",201608,31,29788678481484,"UP",1,1,0,0,1076050000,0,0,0,0,0
"OR",201608,31,29788678481484,"SOU",1,1,252746862,3e+08,3271974294,0,0,0,0,0
"OR",201608,31,29788678481484,"SOU",1,2,0,1260743624,0,0,0,0,0,0
"OR",201608,31,29788678481484,"SOU",1,3,0,0,4386850000,0,0,0,0,0
"OR",201608,31,29788678481484,"SOU",2,1,0,0,0,0,0,527256385,0,0
"OR",201608,31,29788678481484,"SOU",2,2,0,0,0,0,0,740153956,0,0
"OR",201608,31,29788678481484,"SOU",2,3,0,0,0,0,0,6216596140,0,0
"OR",201608,31,29788678481484,"SOU",3,1,0,0,0,0,0,6581878862,0,0
"OR",201608,31,29788678481484,"SOU",3,2,0,0,0,0,0,7788603929,0,0
"OR",201608,31,29788678481484,"SOU",3,3,0,0,0,0,0,20037543909,0,0
"OR",201609,30,29768350705491,"PP",1,1,503398922,0,460414000,0,0,0,0,0
"OR",201609,30,29768350705491,"PP",1,3,0,0,2300655000,0,0,0,0,0
"OR",201609,30,29768350705491,"PS",1,1,0,142239701,1645450000,0,0,0,0,0
"OR",201609,30,29768350705491,"PS",1,2,0,1365139241,0,0,0,0,0,0
"OR",201609,30,29768350705491,"PS",1,3,0,0,20048565000,0,0,0,0,0
"OR",201609,30,29768350705491,"PS",2,1,0,0,0,0,8236106667,100508817,0,0
"OR",201609,30,29768350705491,"PS",2,2,0,0,0,0,0,153012608,0,0
"OR",201609,30,29768350705491,"PS",2,3,0,0,0,0,0,282098452,0,0
"OR",201609,30,29768350705491,"PS",3,1,0,0,0,0,0,1797692996,0,0
"OR",201609,30,29768350705491,"PS",3,2,0,0,0,0,0,709499630,0,0
"OR",201609,30,29768350705491,"PU",1,1,3661528,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"PU",1,3,0,0,9859950000,0,0,0,0,0
"OR",201609,30,29768350705491,"PU",2,1,0,0,0,0,0,384419898,0,0
"OR",201609,30,29768350705491,"PU",2,2,0,0,0,0,0,258848817,0,0
"OR",201609,30,29768350705491,"PU",2,3,0,0,0,0,0,1581723668,0,0
"OR",201609,30,29768350705491,"PU",3,1,0,0,0,0,0,3136081209,0,0
"OR",201609,30,29768350705491,"PU",3,2,0,0,0,0,0,3012133129,0,0
"OR",201609,30,29768350705491,"PU",3,3,0,0,0,0,0,3349180098,0,0
"OR",201609,30,29768350705491,"PW",1,1,0,0,6423429260,0,0,0,0,0
"OR",201609,30,29768350705491,"PW",1,3,0,0,262932000,0,0,0,0,0
"OR",201609,30,29768350705491,"PW",2,1,0,0,0,0,0,2504594751,0,0
"OR",201609,30,29768350705491,"PW",2,2,0,0,0,0,0,1509819578,0,0
"OR",201609,30,29768350705491,"PW",2,3,0,0,0,0,0,15780507208,0,0
"OR",201609,30,29768350705491,"PW",3,1,0,0,0,0,0,7097855590,0,0
"OR",201609,30,29768350705491,"PW",3,2,0,0,0,0,0,8723765840,0,0
"OR",201609,30,29768350705491,"PW",3,3,0,0,0,0,0,19089447147,0,0
"OR",201609,30,29768350705491,"QN",1,1,2570722,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"QN",2,3,0,0,0,0,0,158857089,0,0
"OR",201609,30,29768350705491,"RO",1,1,234362194,11111910,0,0,0,0,0,0
"OR",201609,30,29768350705491,"RO",2,1,0,0,0,0,0,192226614,0,0
"OR",201609,30,29768350705491,"RO",3,1,0,0,0,0,0,201696809,0,0
"OR",201609,30,29768350705491,"RO",3,2,0,0,0,0,0,1582625076,0,0
"OR",201609,30,29768350705491,"RO",3,3,0,0,0,0,0,407508947,0,0
"OR",201609,30,29768350705491,"RR",1,1,0,0,5931950000,0,0,0,0,0
"OR",201609,30,29768350705491,"RR",1,3,0,0,66718995000,0,0,0,0,0
"OR",201609,30,29768350705491,"RR",2,1,0,0,0,0,0,47735741,0,0
"OR",201609,30,29768350705491,"RR",2,2,0,0,0,0,0,128883234,0,0
"OR",201609,30,29768350705491,"RR",2,3,0,0,0,0,0,7536610014,0,0
"OR",201609,30,29768350705491,"RR",3,1,0,0,0,0,0,901789188,0,0
"OR",201609,30,29768350705491,"SN",1,1,114467,257800000,14145760000,0,0,0,0,0
"OR",201609,30,29768350705491,"SN",1,2,0,170457950,0,0,0,0,0,0
"OR",201609,30,29768350705491,"SN",1,3,0,0,328665000,0,0,0,0,0
"OR",201609,30,29768350705491,"SN",2,1,0,0,0,0,0,891031197,0,0
"OR",201609,30,29768350705491,"SN",2,2,0,0,0,0,0,4394726796,0,0
"OR",201609,30,29768350705491,"SN",2,3,0,0,0,0,0,32584343855,0,0
"OR",201609,30,29768350705491,"SN",3,1,0,0,0,0,0,21492590671,0,0
"OR",201609,30,29768350705491,"SN",3,2,0,0,0,0,0,41599058082,0,0
"OR",201609,30,29768350705491,"SN",3,3,0,0,0,0,0,49802931158,0,0
"OR",201609,30,29768350705491,"SP",1,1,112869375,0,5789321900,0,0,0,0,0
"OR",201609,30,29768350705491,"SP",1,3,0,0,20048565000,0,0,0,0,0
"OR",201609,30,29768350705491,"SR",1,1,773748053,0,6253950000,0,0,0,0,0
"OR",201609,30,29768350705491,"SR",1,3,5681684,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"SR",2,1,0,0,0,0,0,424204033,0,0
"OR",201609,30,29768350705491,"SR",2,2,0,0,0,0,0,310801560,0,0
"OR",201609,30,29768350705491,"SR",2,3,0,0,0,0,0,2601670677,0,0
"OR",201609,30,29768350705491,"SR",3,1,0,0,0,0,0,2673348625,0,0
"OR",201609,30,29768350705491,"SR",3,2,0,0,0,0,0,1682160790,0,0
"OR",201609,30,29768350705491,"ST",1,1,17705569,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"ST",1,3,6866607,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TP",1,1,35636206,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TP",2,1,0,0,0,0,0,257670934,0,0
"OR",201609,30,29768350705491,"TP",2,2,0,0,0,0,0,134232988,0,0
"OR",201609,30,29768350705491,"TP",3,1,0,0,0,0,0,1129197294,0,0
"OR",201609,30,29768350705491,"TP",3,2,0,0,0,0,0,3619224581,0,0
"OR",201609,30,29768350705491,"TP",3,3,0,0,0,0,0,200655368,0,0
"OR",201609,30,29768350705491,"TR",1,1,1085413163,13324328,5659637661,0,0,0,0,0
"OR",201609,30,29768350705491,"TR",1,2,0,29781889,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TR",1,3,410386415,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TR",2,1,0,0,0,0,0,6924526,0,0
"OR",201609,30,29768350705491,"TT",1,1,416564360,51940718,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TT",1,3,1262610803,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TT",2,2,0,0,0,0,0,54334212,0,0
"OR",201609,30,29768350705491,"TT",3,2,0,0,0,0,0,5652092088,0,0
"OR",201609,30,29768350705491,"TU",1,1,294739283,20743574,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TV",1,1,1635404275,0,1151012500,0,0,0,0,0
"OR",201609,30,29768350705491,"TV",1,3,615868286,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TV",2,3,0,0,0,0,0,790912303,0,0
"OR",201609,30,29768350705491,"TW",1,1,297754673,5001527,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TW",1,3,703249930,0,0,0,0,0,0,0
"OR",201609,30,29768350705491,"TW",2,1,0,0,0,0,33250117,0,0,0
"OR",201609,30,29768350705491,"TW",3,1,0,0,0,0,0,8465700,0,0
"OR",201609,30,29768350705491,"TW",3,2,0,0,0,0,0,22612330,0,0
"OR",201609,30,29768350705491,"TW",3,3,0,0,0,0,0,80305033,0,0
"OR",201609,30,29768350705491,"UP",1,1,0,0,1578097500,0,0,0,0,0
"OR",201609,30,29768350705491,"SOU",1,1,87431729,3e+08,11384917803,0,0,0,0,0
"OR",201609,30,29768350705491,"SOU",1,2,0,1261556141,0,0,0,0,0,0
"OR",201609,30,29768350705491,"SOU",1,3,0,0,35495820000,0,0,0,0,0
"OR",201609,30,29768350705491,"SOU",2,1,0,0,0,0,0,329025132,0,0
"OR",201609,30,29768350705491,"SOU",2,2,0,0,0,0,0,773375218,0,0
"OR",201609,30,29768350705491,"SOU",2,3,0,0,0,0,0,4392492358,0,0
"OR",201609,30,29768350705491,"SOU",3,1,0,0,0,0,0,6909678386,0,0
"OR",201609,30,29768350705491,"SOU",3,2,0,0,0,0,0,8966542242,0,0
"OR",201609,30,29768350705491,"SOU",3,3,0,0,0,0,0,19233268843,0,0
"OR",201610,31,29673927603531,"PP",1,1,273025232,0,5e+06,0,0,0,0,0
"OR",201610,31,29673927603531,"PP",1,3,0,0,6654197500,0,0,0,0,0
"OR",201610,31,29673927603531,"PS",1,1,0,142239701,1323174512,0,0,0,0,0
"OR",201610,31,29673927603531,"PS",1,2,0,1366811809,0,0,0,0,0,0
"OR",201610,31,29673927603531,"PS",1,3,0,0,973785000,0,0,0,0,0
"OR",201610,31,29673927603531,"PS",2,1,0,0,0,0,8267520000,131235347,0,0
"OR",201610,31,29673927603531,"PS",2,2,0,0,0,0,0,273743765,0,0
"OR",201610,31,29673927603531,"PS",3,1,0,0,0,0,0,1807219301,0,0
"OR",201610,31,29673927603531,"PS",3,2,0,0,0,0,0,570358947,0,0
"OR",201610,31,29673927603531,"PS",3,3,0,0,0,0,0,94489160,0,0
"OR",201610,31,29673927603531,"PU",1,1,3661528,0,10411420250,0,0,0,0,0
"OR",201610,31,29673927603531,"PU",1,3,0,0,20449485000,0,0,0,0,0
"OR",201610,31,29673927603531,"PU",2,1,0,0,0,0,0,383421191,0,0
"OR",201610,31,29673927603531,"PU",2,2,0,0,0,0,0,437063755,0,0
"OR",201610,31,29673927603531,"PU",2,3,0,0,0,0,0,1773632742,0,0
"OR",201610,31,29673927603531,"PU",3,1,0,0,0,0,0,3159605952,0,0
"OR",201610,31,29673927603531,"PU",3,2,0,0,0,0,0,2443099757,0,0
"OR",201610,31,29673927603531,"PU",3,3,0,0,0,0,0,3798564025,0,0
"OR",201610,31,29673927603531,"PW",1,1,0,0,5541770351,0,0,0,0,0
"OR",201610,31,29673927603531,"PW",1,3,0,0,3895140000,0,0,0,0,0
"OR",201610,31,29673927603531,"PW",2,1,0,0,0,0,0,2420405525,0,0
"OR",201610,31,29673927603531,"PW",2,2,0,0,0,0,0,2178982898,0,0
"OR",201610,31,29673927603531,"PW",2,3,0,0,0,0,0,16895816670,0,0
"OR",201610,31,29673927603531,"PW",3,1,0,0,0,0,0,7102396092,0,0
"OR",201610,31,29673927603531,"PW",3,2,0,0,0,0,0,7594210642,0,0
"OR",201610,31,29673927603531,"PW",3,3,0,0,0,0,0,21018628736,0,0
"OR",201610,31,29673927603531,"QN",1,1,5339917,0,0,0,0,0,0,0
"OR",201610,31,29673927603531,"QN",2,3,0,0,0,0,0,227495225,0,0
"OR",201610,31,29673927603531,"RO",1,1,289480931,11111910,2276330000,0,0,0,0,0
"OR",201610,31,29673927603531,"RO",2,1,0,0,0,0,0,192746713,0,0
"OR",201610,31,29673927603531,"RO",3,1,0,0,0,0,0,203474936,0,0
"OR",201610,31,29673927603531,"RO",3,2,0,0,0,0,0,1400813992,0,0
"OR",201610,31,29673927603531,"RO",3,3,0,0,0,0,0,663176117,0,0
"OR",201610,31,29673927603531,"RR",2,1,0,0,0,0,0,48855325,0,0
"OR",201610,31,29673927603531,"RR",2,2,0,0,0,0,0,253970708,0,0
"OR",201610,31,29673927603531,"RR",2,3,0,0,0,0,0,7656532365,0,0
"OR",201610,31,29673927603531,"RR",3,1,0,0,0,0,0,935970759,0,0
"OR",201610,31,29673927603531,"SN",1,1,114467,297800000,1003205597,0,0,0,0,0
"OR",201610,31,29673927603531,"SN",1,2,0,170666795,0,0,0,0,0,0
"OR",201610,31,29673927603531,"SN",1,3,0,0,12983800000,0,0,0,0,0
"OR",201610,31,29673927603531,"SN",2,1,0,0,0,0,0,1129162504,0,0
"OR",201610,31,29673927603531,"SN",2,2,0,0,0,0,0,5964901870,0,0
"OR",201610,31,29673927603531,"SN",2,3,0,0,0,0,0,45009742340,0,0
"OR",201610,31,29673927603531,"SN",3,1,0,0,0,0,0,20683847929,0,0
"OR",201610,31,29673927603531,"SN",3,2,0,0,0,0,0,39379097895,0,0
"OR",201610,31,29673927603531,"SN",3,3,0,0,0,0,0,49152387610,0,0
"OR",201610,31,29673927603531,"SP",1,1,125849105,0,6523920864,0,0,0,0,0
"OR",201610,31,29673927603531,"SP",1,3,0,0,23370840000,0,0,0,0,0
"OR",201610,31,29673927603531,"SR",1,1,163573388,2748782,18648150000,0,0,0,0,0
"OR",201610,31,29673927603531,"SR",1,3,5574322,0,324595000,0,0,0,0,0
"OR",201610,31,29673927603531,"SR",2,1,0,0,0,0,0,503660926,0,0
"OR",201610,31,29673927603531,"SR",2,2,0,0,0,0,0,343732777,0,0
"OR",201610,31,29673927603531,"SR",2,3,0,0,0,0,0,4157289252,0,0
"OR",201610,31,29673927603531,"SR",3,1,0,0,0,0,0,2574098731,0,0
"OR",201610,31,29673927603531,"SR",3,2,0,0,0,0,0,1409464694,0,0
"OR",201610,31,29673927603531,"ST",1,1,1343328,0,0,0,0,0,0,0
"OR",201610,31,29673927603531,"ST",1,3,6781575,0,0,0,0,0,0,0
"OR",201610,31,29673927603531,"TP",1,1,13102832,0,8250000,0,0,0,0,0
"OR",201610,31,29673927603531,"TP",2,1,0,0,0,0,0,273520884,0,0
"OR",201610,31,29673927603531,"TP",2,2,0,0,0,0,0,249979847,0,0
"OR",201610,31,29673927603531,"TP",2,3,0,0,0,0,0,72100942,0,0
