"INS_COD","C18_PERIODO","C18_DIA","C18_ACTIVO_CIR","C18_COD_IFI_ACREED","C18_PZO_RES_VENC","C18_MON_PAGO","C18_CTAS_CTES","C18_OT_OBLIG_VISTA","C18_OPE_LIQ_CURSO","C18_CONTR_REC_PTMOS","C18_DEP_CAP","C18_CONTR_DER_FIN","C18_OBLIG_BCOS","C18_MTO_GAR"
"SN",201607,31,34177353693163,"UN",1,3,840740592,0,0,0,0,0,0,0
"SN",201607,31,34177353693163,"UP",1,3,278953,0,0,0,0,0,0,0
"SN",201607,31,34177353693163,"UP",2,1,0,0,395525000,0,0,550205227,0,0
"SN",201607,31,34177353693163,"UP",2,2,0,0,0,0,5457236563,0,0,0
"SN",201607,31,34177353693163,"UP",2,3,0,0,5245200000,0,0,0,0,0
"SN",201607,31,34177353693163,"UP",3,1,0,0,0,0,0,2263602948,0,0
"SN",201607,31,34177353693163,"UP",3,3,0,0,0,0,0,512031183,0,0
"SN",201607,31,34177353693163,"UQ",1,2,0,0,0,0,49189417301,0,0,0
"SN",201607,31,34177353693163,"SOU",2,1,0,0,40777470727,0,59398422667,2870438166,0,0
"SN",201607,31,34177353693163,"SOU",2,2,0,0,0,0,0,8808551008,0,0
"SN",201607,31,34177353693163,"SOU",2,3,0,0,63965214000,0,0,12275602167,0,0
"SN",201607,31,34177353693163,"SOU",3,1,0,0,0,0,0,5332890220,0,0
"SN",201607,31,34177353693163,"SOU",3,2,0,0,0,0,0,11608996416,0,0
"SN",201607,31,34177353693163,"SOU",3,3,0,0,0,0,0,8929047936,0,0
"SN",201608,31,33880788319877,"OR",1,1,7059129,65368457,0,0,0,0,0,0
"SN",201608,31,33880788319877,"OR",1,2,0,488224191,0,0,0,0,0,0
"SN",201608,31,33880788319877,"OR",2,1,0,0,95930212,0,82242601199,20938136093,1e+11,0
"SN",201608,31,33880788319877,"OR",2,2,0,0,0,0,5011573949,1111874494,0,0
"SN",201608,31,33880788319877,"OR",2,3,0,0,87031040000,0,0,5128793895,0,0
"SN",201608,31,33880788319877,"OR",3,1,0,0,0,0,0,54998329222,0,0
"SN",201608,31,33880788319877,"OR",3,2,0,0,0,0,16523773241,12962958286,0,0
"SN",201608,31,33880788319877,"OR",3,3,0,0,0,0,0,8447390553,0,0
"SN",201608,31,33880788319877,"PP",1,1,46174836,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PP",2,1,0,0,880484000,0,0,44079900,0,0
"SN",201608,31,33880788319877,"PP",2,2,0,0,0,0,0,3358382,0,0
"SN",201608,31,33880788319877,"PP",2,3,0,0,3150115690,0,0,0,0,0
"SN",201608,31,33880788319877,"PS",1,1,0,100772584,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PS",1,2,0,1119789735,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PS",1,3,0,26192285,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PS",2,1,0,0,2881865500,0,539925101510,1420804844,0,0
"SN",201608,31,33880788319877,"PS",2,2,0,0,0,0,13090991757,70079429,0,0
"SN",201608,31,33880788319877,"PS",2,3,0,0,17988228080,0,0,2594222962,0,0
"SN",201608,31,33880788319877,"PS",3,1,0,0,0,0,0,1560678412,0,0
"SN",201608,31,33880788319877,"PS",3,2,0,0,0,0,0,1101228131,0,0
"SN",201608,31,33880788319877,"PS",3,3,0,0,0,0,0,88051201,0,0
"SN",201608,31,33880788319877,"PU",1,1,413977262,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PU",1,2,0,14727679,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PU",2,1,0,0,1420100000,0,19846723156,7972927306,0,0
"SN",201608,31,33880788319877,"PU",2,2,0,0,0,0,0,256569926,0,0
"SN",201608,31,33880788319877,"PU",2,3,0,0,26007322500,0,0,3250934794,0,0
"SN",201608,31,33880788319877,"PU",3,1,0,0,0,0,0,3012564992,0,0
"SN",201608,31,33880788319877,"PU",3,2,0,0,0,0,0,1717831033,0,0
"SN",201608,31,33880788319877,"PU",3,3,0,0,0,0,0,556075942,0,0
"SN",201608,31,33880788319877,"PW",1,1,0,6e+06,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PW",1,2,0,58617463,0,0,0,0,0,0
"SN",201608,31,33880788319877,"PW",2,1,0,0,6307194817,0,0,47798502573,0,0
"SN",201608,31,33880788319877,"PW",2,2,0,0,0,0,0,2087901347,0,0
"SN",201608,31,33880788319877,"PW",2,3,0,0,35900304000,0,0,6402804598,0,0
"SN",201608,31,33880788319877,"PW",3,1,0,0,0,0,0,192480025772,0,0
"SN",201608,31,33880788319877,"PW",3,2,0,0,0,0,0,92539748601,0,0
"SN",201608,31,33880788319877,"PW",3,3,0,0,0,0,0,50416397247,0,0
"SN",201608,31,33880788319877,"RO",1,2,0,235600618,0,0,0,0,0,0
"SN",201608,31,33880788319877,"RO",1,3,0,205202874,0,0,0,0,0,0
"SN",201608,31,33880788319877,"RO",2,1,0,0,1728370000,0,0,45834503,0,0
"SN",201608,31,33880788319877,"RO",2,2,0,0,0,0,0,1063371,0,0
"SN",201608,31,33880788319877,"RO",2,3,0,0,1087888000,0,0,872741177,0,0
"SN",201608,31,33880788319877,"RO",3,1,0,0,0,0,0,2545908778,0,0
"SN",201608,31,33880788319877,"RO",3,2,0,0,0,0,0,4502307135,0,0
"SN",201608,31,33880788319877,"RO",3,3,0,0,0,0,0,5244229964,0,0
"SN",201608,31,33880788319877,"RR",1,1,39396331,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"RR",2,1,0,0,27525392500,0,10255200000,2335521806,0,0
"SN",201608,31,33880788319877,"RR",2,2,0,0,0,0,0,7350354,0,0
"SN",201608,31,33880788319877,"RR",2,3,0,0,26177305000,0,0,1408261744,0,0
"SN",201608,31,33880788319877,"SP",1,1,759270483,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"SP",1,2,0,1004486600,0,0,0,0,0,0
"SN",201608,31,33880788319877,"SP",2,1,0,0,1599060719,0,0,10605528324,0,0
"SN",201608,31,33880788319877,"SP",2,2,0,0,0,0,0,3762795532,0,0
"SN",201608,31,33880788319877,"SP",2,3,0,0,7502347620,0,0,826026442,0,0
"SN",201608,31,33880788319877,"SP",3,1,0,0,0,0,0,48074334217,0,0
"SN",201608,31,33880788319877,"SP",3,2,0,0,0,0,0,37872541765,0,0
"SN",201608,31,33880788319877,"SP",3,3,0,0,0,0,0,6468804738,0,0
"SN",201608,31,33880788319877,"SR",2,1,0,0,3.389e+09,0,0,5241536062,0,0
"SN",201608,31,33880788319877,"SR",2,2,0,0,0,0,0,39500867,0,0
"SN",201608,31,33880788319877,"SR",2,3,0,0,339965000,0,0,1462218832,0,0
"SN",201608,31,33880788319877,"SR",3,1,0,0,0,0,0,95806972,0,0
"SN",201608,31,33880788319877,"SV",2,1,0,0,0,0,0,225142481,0,0
"SN",201608,31,33880788319877,"SV",2,3,0,0,339965000,0,0,0,0,0
"SN",201608,31,33880788319877,"TP",1,1,9116084,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TP",2,1,0,0,0,0,0,868912279,0,0
"SN",201608,31,33880788319877,"TP",2,2,0,0,0,0,0,286356331,0,0
"SN",201608,31,33880788319877,"TP",2,3,0,0,0,0,0,189972805,0,0
"SN",201608,31,33880788319877,"TP",3,1,0,0,0,0,0,3262482825,0,0
"SN",201608,31,33880788319877,"TP",3,2,0,0,0,0,0,1068003547,0,0
"SN",201608,31,33880788319877,"TP",3,3,0,0,0,0,0,3756882856,0,0
"SN",201608,31,33880788319877,"TR",2,1,0,0,1304825600,0,25131655097,37941669,0,0
"SN",201608,31,33880788319877,"TR",2,2,0,0,0,0,0,13666135,0,0
"SN",201608,31,33880788319877,"TR",2,3,0,0,5474116430,0,0,0,0,0
"SN",201608,31,33880788319877,"TS",1,1,541000375,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TS",1,3,26932333,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TT",1,1,111085398,4075182,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TT",2,1,0,0,0,0,0,166386084,0,0
"SN",201608,31,33880788319877,"TV",1,1,122946934,26207798,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TV",1,3,2881761125,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TV",2,1,0,0,0,0,0,101000406,0,0
"SN",201608,31,33880788319877,"TV",2,3,0,0,2583734000,0,0,319456227,0,0
"SN",201608,31,33880788319877,"TV",3,1,0,0,0,0,0,37775554,0,0
"SN",201608,31,33880788319877,"TW",1,1,22843674,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"TW",1,3,268436,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"UN",1,1,391498738,1376920,0,0,0,0,0,0
"SN",201608,31,33880788319877,"UN",1,2,0,3898958,0,0,0,0,0,0
"SN",201608,31,33880788319877,"UN",1,3,871874858,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"UP",1,3,289284,0,0,0,0,0,0,0
"SN",201608,31,33880788319877,"UP",2,1,0,0,1351650000,0,0,1275204901,0,0
"SN",201608,31,33880788319877,"UP",2,2,0,0,0,0,5476472325,29709750,0,0
"SN",201608,31,33880788319877,"UP",2,3,0,0,251574100,0,0,0,0,0
"SN",201608,31,33880788319877,"UP",3,1,0,0,0,0,0,3635966642,0,0
"SN",201608,31,33880788319877,"UQ",2,2,0,0,0,0,27211722142,0,0,0
"SN",201608,31,33880788319877,"SOU",1,1,0,3687655,0,0,0,0,0,0
"SN",201608,31,33880788319877,"SOU",1,2,0,30533873,0,0,0,0,0,0
"SN",201608,31,33880788319877,"SOU",1,3,0,7334385,0,0,0,0,0,0
"SN",201608,31,33880788319877,"SOU",2,1,0,0,6.777e+09,0,59608768000,5137974819,0,0
"SN",201608,31,33880788319877,"SOU",2,2,0,0,0,0,0,701677298,0,0
"SN",201608,31,33880788319877,"SOU",2,3,0,0,98797885800,0,0,16618196988,0,0
"SN",201608,31,33880788319877,"SOU",3,1,0,0,0,0,0,1952238879,0,0
"SN",201608,31,33880788319877,"SOU",3,2,0,0,0,0,0,2719939088,0,0
"SN",201608,31,33880788319877,"SOU",3,3,0,0,0,0,0,11507123331,0,0
"SN",201609,30,34196133446080,"OR",1,1,7059129,37678457,0,0,0,0,0,0
"SN",201609,30,34196133446080,"OR",1,2,0,488224191,0,0,0,0,0,0
"SN",201609,30,34196133446080,"OR",2,1,0,0,404160450,0,65675816667,8043985486,0,0
"SN",201609,30,34196133446080,"OR",2,2,0,0,0,0,21572792785,1529360442,0,0
"SN",201609,30,34196133446080,"OR",2,3,0,0,14134100000,0,0,10562286054,0,0
"SN",201609,30,34196133446080,"OR",3,1,0,0,0,0,0,46930259894,0,0
"SN",201609,30,34196133446080,"OR",3,2,0,0,0,0,0,894485580,0,0
"SN",201609,30,34196133446080,"OR",3,3,0,0,0,0,0,31564782229,0,0
"SN",201609,30,34196133446080,"PP",1,1,20275846,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PP",2,1,0,0,670155400,0,0,8428896,0,0
"SN",201609,30,34196133446080,"PP",2,2,0,0,0,0,0,36925798,0,0
"SN",201609,30,34196133446080,"PP",2,3,0,0,26953400000,0,0,0,0,0
"SN",201609,30,34196133446080,"PS",1,1,0,103612574,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PS",1,2,0,1591482260,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PS",1,3,0,27401110,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PS",2,1,0,0,394258000,0,622465013333,4382721871,0,0
"SN",201609,30,34196133446080,"PS",2,2,0,0,0,0,13104568939,75762005,0,0
"SN",201609,30,34196133446080,"PS",2,3,0,0,20708100000,0,0,0,0,0
"SN",201609,30,34196133446080,"PS",3,1,0,0,0,0,60096133333,4645248861,0,0
"SN",201609,30,34196133446080,"PU",1,1,96494989,78672900,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PU",2,1,0,0,935600000,0,14846624266,9801483658,0,0
"SN",201609,30,34196133446080,"PU",2,2,0,0,0,0,0,71643306,0,0
"SN",201609,30,34196133446080,"PU",2,3,0,0,3855651000,0,0,1868148385,0,0
"SN",201609,30,34196133446080,"PU",3,1,0,0,0,0,10010200000,5144178206,0,0
"SN",201609,30,34196133446080,"PU",3,2,0,0,0,0,0,50056233,0,0
"SN",201609,30,34196133446080,"PU",3,3,0,0,0,0,0,1153736927,0,0
"SN",201609,30,34196133446080,"PW",1,1,0,2.3e+07,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PW",1,2,0,58617463,0,0,0,0,0,0
"SN",201609,30,34196133446080,"PW",2,1,0,0,13120743170,0,0,16722630302,0,0
"SN",201609,30,34196133446080,"PW",2,2,0,0,0,0,0,18550882516,0,0
"SN",201609,30,34196133446080,"PW",2,3,0,0,27773177800,0,0,12714607990,0,0
"SN",201609,30,34196133446080,"PW",3,1,0,0,0,0,0,122215027537,0,0
"SN",201609,30,34196133446080,"PW",3,2,0,0,0,0,0,93506868836,0,0
"SN",201609,30,34196133446080,"PW",3,3,0,0,0,0,0,119825971158,0,0
"SN",201609,30,34196133446080,"RO",1,2,0,235600618,0,0,0,0,0,0
"SN",201609,30,34196133446080,"RO",1,3,0,198403320,0,0,0,0,0,0
"SN",201609,30,34196133446080,"RO",2,1,0,0,0,0,0,2058011781,0,0
"SN",201609,30,34196133446080,"RO",2,2,0,0,0,0,0,12440585,0,0
"SN",201609,30,34196133446080,"RO",2,3,0,0,7435194000,0,0,0,0,0
"SN",201609,30,34196133446080,"RO",3,1,0,0,0,0,0,13292138887,0,0
"SN",201609,30,34196133446080,"RR",1,1,89907885,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"RR",2,1,0,0,6925700000,0,5060500000,2040498420,0,0
"SN",201609,30,34196133446080,"RR",2,2,0,0,0,0,0,8520299,0,0
"SN",201609,30,34196133446080,"RR",2,3,0,0,16895180000,0,0,43621925,0,0
"SN",201609,30,34196133446080,"SP",1,1,758793204,8e+05,0,0,0,0,0,0
"SN",201609,30,34196133446080,"SP",1,2,0,1004486600,0,0,0,0,0,0
"SN",201609,30,34196133446080,"SP",2,1,0,0,207636712,0,0,9034602018,0,0
"SN",201609,30,34196133446080,"SP",2,2,0,0,0,0,0,2046938367,0,0
"SN",201609,30,34196133446080,"SP",2,3,0,0,21944012000,0,0,0,0,0
"SN",201609,30,34196133446080,"SP",3,1,0,0,0,0,0,87024167190,0,0
"SN",201609,30,34196133446080,"SP",3,2,0,0,0,0,0,205684223,0,0
"SN",201609,30,34196133446080,"SP",3,3,0,0,0,0,0,18559907421,0,0
"SN",201609,30,34196133446080,"SR",2,1,0,0,0,0,0,2284415626,0,0
"SN",201609,30,34196133446080,"SR",2,2,0,0,0,0,0,4432537433,0,0
"SN",201609,30,34196133446080,"SR",2,3,0,0,0,0,0,151052358,0,0
"SN",201609,30,34196133446080,"SR",3,2,0,0,0,0,0,57673584,0,0
"SN",201609,30,34196133446080,"SV",2,1,0,0,0,0,0,116864213,0,0
"SN",201609,30,34196133446080,"SV",2,3,0,0,131480000,0,0,710049,0,0
"SN",201609,30,34196133446080,"TP",1,1,34879800,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TP",2,1,0,0,0,0,0,1976360149,0,0
"SN",201609,30,34196133446080,"TP",2,2,0,0,0,0,0,44143731,0,0
"SN",201609,30,34196133446080,"TP",2,3,0,0,0,0,0,379028586,0,0
"SN",201609,30,34196133446080,"TP",3,1,0,0,0,0,0,5671323818,0,0
"SN",201609,30,34196133446080,"TP",3,3,0,0,0,0,0,1145811349,0,0
"SN",201609,30,34196133446080,"TR",1,1,0,40000,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TR",1,2,0,78642500,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TR",2,1,0,0,708140240,0,29995922218,8798827,0,0
"SN",201609,30,34196133446080,"TR",2,2,0,0,0,0,0,25651270,0,0
"SN",201609,30,34196133446080,"TR",2,3,0,0,5896878000,0,0,0,0,0
"SN",201609,30,34196133446080,"TS",1,1,2024641573,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TS",1,3,538967865,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TS",2,1,0,0,0,0,64098986667,0,0,0
"SN",201609,30,34196133446080,"TT",1,1,130334343,667209056,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TT",2,2,0,0,0,0,0,154202150,0,0
"SN",201609,30,34196133446080,"TV",1,1,313161407,60966012,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TV",1,2,0,157312000,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TV",1,3,2222413665,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TV",2,1,0,0,3939300000,0,0,725768770,0,0
"SN",201609,30,34196133446080,"TV",2,2,0,0,0,0,0,6922476,0,0
"SN",201609,30,34196133446080,"TV",2,3,0,0,0,0,0,9155970,0,0
"SN",201609,30,34196133446080,"TV",3,1,0,0,0,0,0,43081187,0,0
"SN",201609,30,34196133446080,"TW",1,1,99120296,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"TW",1,3,259542,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"UN",1,1,466058485,2817946,0,0,0,0,0,0
"SN",201609,30,34196133446080,"UN",1,2,0,3898958,0,0,0,0,0,0
"SN",201609,30,34196133446080,"UN",1,3,842984618,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"UP",1,3,279697,0,0,0,0,0,0,0
"SN",201609,30,34196133446080,"UP",2,1,0,0,1301923400,0,0,821844202,0,0
"SN",201609,30,34196133446080,"UP",2,2,0,0,0,0,5484640154,7422763,0,0
"SN",201609,30,34196133446080,"UP",3,1,0,0,0,0,0,3158120510,0,0
"SN",201609,30,34196133446080,"UP",3,2,0,0,0,0,0,955332520,0,0
"SN",201609,30,34196133446080,"UQ",2,2,0,0,0,0,26317042355,0,0,0
"SN",201609,30,34196133446080,"SOU",1,1,0,3687655,0,0,0,0,0,0
"SN",201609,30,34196133446080,"SOU",1,2,0,31830927,0,0,0,0,0,0
"SN",201609,30,34196133446080,"SOU",1,3,0,18317374,0,0,0,0,0,0
"SN",201609,30,34196133446080,"SOU",2,1,0,0,55650812500,0,59812328000,2538334671,0,0
"SN",201609,30,34196133446080,"SOU",2,2,0,0,0,0,0,24321717278,0,0
"SN",201609,30,34196133446080,"SOU",2,3,0,0,27824455000,0,0,651011125,0,0
"SN",201609,30,34196133446080,"SOU",3,1,0,0,0,0,0,13066767448,0,0
"SN",201609,30,34196133446080,"SOU",3,2,0,0,0,0,0,12201239341,0,0
"SN",201609,30,34196133446080,"SOU",3,3,0,0,0,0,0,10771673,0,0
"SN",201610,31,34672456668773,"OR",1,1,7059129,38052086,0,0,0,0,0,0
"SN",201610,31,34672456668773,"OR",1,2,0,513239245,0,0,0,0,0,0
"SN",201610,31,34672456668773,"OR",2,1,0,0,13215300848,0,105966316667,11644854754,120040221582,0
"SN",201610,31,34672456668773,"OR",2,2,0,0,0,0,21629227314,1304299762,0,0
"SN",201610,31,34672456668773,"OR",2,3,0,0,973815000,0,0,9107615571,0,0
"SN",201610,31,34672456668773,"OR",3,1,0,0,0,0,0,51673953865,0,0
"SN",201610,31,34672456668773,"OR",3,2,0,0,0,0,0,1274262581,0,0
"SN",201610,31,34672456668773,"OR",3,3,0,0,0,0,0,28355728306,0,0
"SN",201610,31,34672456668773,"PP",1,1,12570430,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PP",2,1,0,0,1271153000,0,0,40478197,0,0
"SN",201610,31,34672456668773,"PP",2,3,0,0,1752867000,0,0,0,0,0
"SN",201610,31,34672456668773,"PS",1,1,0,100041324,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PS",1,2,0,1451194991,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PS",1,3,0,27059741,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PS",2,1,0,0,4349260400,0,690654570001,5145524669,100029266198,0
"SN",201610,31,34672456668773,"PS",2,2,0,0,0,0,13129356508,27693408,0,0
"SN",201610,31,34672456668773,"PS",2,3,0,0,973815000,0,0,0,0,0
"SN",201610,31,34672456668773,"PS",3,1,0,0,0,0,0,5492459204,0,0
"SN",201610,31,34672456668773,"PS",3,2,0,0,0,0,0,5120742,0,0
"SN",201610,31,34672456668773,"PU",1,1,239168860,78672900,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PU",2,1,0,0,43010386268,0,24942006523,12845003212,0,0
"SN",201610,31,34672456668773,"PU",2,2,0,0,0,0,0,14964909,0,0
"SN",201610,31,34672456668773,"PU",2,3,0,0,3830339000,0,0,1770427773,0,0
"SN",201610,31,34672456668773,"PU",3,1,0,0,0,0,0,5623238934,0,0
"SN",201610,31,34672456668773,"PU",3,3,0,0,0,0,0,995350397,0,0
"SN",201610,31,34672456668773,"PW",1,1,0,2.1e+07,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PW",1,2,0,58620841,0,0,0,0,0,0
"SN",201610,31,34672456668773,"PW",2,1,0,0,6808067236,0,0,25590883908,0,0
"SN",201610,31,34672456668773,"PW",2,2,0,0,0,0,0,16354476229,0,0
"SN",201610,31,34672456668773,"PW",2,3,0,0,20261844100,0,0,13149327864,0,0
"SN",201610,31,34672456668773,"PW",3,1,0,0,0,0,0,127245691671,0,0
"SN",201610,31,34672456668773,"PW",3,2,0,0,0,0,0,96946818447,0,0
"SN",201610,31,34672456668773,"PW",3,3,0,0,0,0,0,102508606829,0,0
"SN",201610,31,34672456668773,"QN",2,1,0,0,0,0,0,0,3099892594,0
"SN",201610,31,34672456668773,"RO",1,1,0,1e+06,0,0,0,0,0,0
"SN",201610,31,34672456668773,"RO",1,2,0,240848691,0,0,0,0,0,0
"SN",201610,31,34672456668773,"RO",1,3,0,195931578,0,0,0,0,0,0
"SN",201610,31,34672456668773,"RO",2,1,0,0,0,0,0,2192877412,0,0
"SN",201610,31,34672456668773,"RO",2,3,0,0,168794600,0,0,0,0,0
"SN",201610,31,34672456668773,"RO",3,1,0,0,0,0,0,12611069483,0,0
"SN",201610,31,34672456668773,"RR",1,1,1099238720,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"RR",2,1,0,0,0,0,9399890011,4323611738,0,0
"SN",201610,31,34672456668773,"RR",2,2,0,0,0,0,0,1822349,0,0
"SN",201610,31,34672456668773,"SP",1,1,755667254,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"SP",2,1,0,0,1171481043,0,0,11134154147,0,0
"SN",201610,31,34672456668773,"SP",2,2,0,0,0,0,0,575494363,0,0
"SN",201610,31,34672456668773,"SP",2,3,0,0,2596840000,0,0,0,0,0
"SN",201610,31,34672456668773,"SP",3,1,0,0,0,0,0,86949473499,0,0
"SN",201610,31,34672456668773,"SP",3,2,0,0,0,0,0,9695452,0,0
"SN",201610,31,34672456668773,"SP",3,3,0,0,0,0,0,17202655139,0,0
"SN",201610,31,34672456668773,"SR",2,1,0,0,6957300000,0,0,2135990777,0,0
"SN",201610,31,34672456668773,"SR",2,2,0,0,0,0,0,3438780342,0,0
"SN",201610,31,34672456668773,"SV",2,1,0,0,0,0,0,146775861,15000000874,0
"SN",201610,31,34672456668773,"SV",2,3,0,0,324605000,0,0,0,0,0
"SN",201610,31,34672456668773,"TP",1,1,6060611,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TP",2,1,0,0,0,0,0,3418772169,0,0
"SN",201610,31,34672456668773,"TP",2,2,0,0,0,0,0,12575355,0,0
"SN",201610,31,34672456668773,"TP",2,3,0,0,0,0,0,228540419,0,0
"SN",201610,31,34672456668773,"TP",3,1,0,0,0,0,0,4361130276,0,0
"SN",201610,31,34672456668773,"TP",3,3,0,0,0,0,0,821291201,0,0
"SN",201610,31,34672456668773,"TR",1,1,0,40000,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TR",1,2,0,78642500,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TR",2,1,0,0,3851879700,0,21032862648,64099974,0,0
"SN",201610,31,34672456668773,"TT",1,1,188766413,1425182,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TT",2,2,0,0,0,0,0,73552001,0,0
"SN",201610,31,34672456668773,"TV",1,1,1081431833,62729277,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TV",1,2,0,157312000,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TV",1,3,2868589620,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TV",2,1,0,0,2440427500,0,0,932010544,0,0
"SN",201610,31,34672456668773,"TV",2,3,0,0,97381500,0,0,0,0,0
"SN",201610,31,34672456668773,"TV",3,1,0,0,0,0,0,128414173,0,0
"SN",201610,31,34672456668773,"TW",1,1,18934011,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"TW",1,3,256308,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"UN",1,1,409992766,2400650,0,0,0,0,0,0
"SN",201610,31,34672456668773,"UN",1,3,832024115,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"UP",1,2,0,3898958,0,0,0,0,0,0
"SN",201610,31,34672456668773,"UP",1,3,276213,0,0,0,0,0,0,0
"SN",201610,31,34672456668773,"UP",2,1,0,0,1051761500,0,0,1232875652,0,0
"SN",201610,31,34672456668773,"UP",2,2,0,0,0,0,5497587838,0,0,0
"SN",201610,31,34672456668773,"UP",2,3,0,0,324605000,0,0,0,0,0
"SN",201610,31,34672456668773,"UP",3,1,0,0,0,0,0,3125376321,0,0
"SN",201610,31,34672456668773,"UP",3,2,0,0,0,0,0,843667589,0,0
"SN",201610,31,34672456668773,"UQ",2,2,0,0,0,0,25997345177,0,0,0
"SN",201610,31,34672456668773,"SOU",1,1,0,47546109,0,0,0,0,0,0
"SN",201610,31,34672456668773,"SOU",1,2,0,65942813,0,0,0,0,0,0
"SN",201610,31,34672456668773,"SOU",1,3,0,18089171,0,0,0,0,0,0
"SN",201610,31,34672456668773,"SOU",2,1,0,0,66632657981,0,64577494258,5235134525,0,0
"SN",201610,31,34672456668773,"SOU",2,2,0,0,0,0,0,22069556719,0,0
"SN",201610,31,34672456668773,"SOU",2,3,0,0,54190857120,0,0,0,0,0
"SN",201610,31,34672456668773,"SOU",3,1,0,0,0,0,0,17515563615,0,0
"SN",201610,31,34672456668773,"SOU",3,2,0,0,0,0,0,13505810080,0,0
"SN",201611,30,34464248337928,"OR",1,1,7059129,24440781,10300162599,0,0,0,0,0
"SN",201611,30,34464248337928,"OR",1,2,0,487737525,0,0,155636448464,8477065830,0,0
"SN",201611,30,34464248337928,"OR",1,3,0,0,20226900000,0,0,27854770578,0,0
"SN",201611,30,34464248337928,"OR",2,2,0,0,0,0,21697112538,656646711,0,0
"SN",201611,30,34464248337928,"OR",2,3,0,0,0,0,0,2272300238,0,0
"SN",201611,30,34464248337928,"OR",3,2,0,0,0,0,0,18470522404,0,0
"SN",201611,30,34464248337928,"OR",3,3,0,0,0,0,0,39321001003,0,0
"SN",201611,30,34464248337928,"PP",1,1,19810672,0,1785078000,0,0,0,0,0
"SN",201611,30,34464248337928,"PP",1,2,0,0,0,0,0,63472251,0,0
"SN",201611,30,34464248337928,"PP",1,3,0,0,1065283400,0,0,0,0,0
"SN",201611,30,34464248337928,"PS",1,1,0,97588997,5021228234,0,0,0,0,0
"SN",201611,30,34464248337928,"PS",1,2,0,1768431555,0,0,712370570000,3581987774,0,0
"SN",201611,30,34464248337928,"PS",1,3,0,28102602,58033542000,0,30078200000,3346234633,0,0
"SN",201611,30,34464248337928,"PS",2,2,0,0,0,0,0,1288415,0,0
"SN",201611,30,34464248337928,"PS",3,2,0,0,0,0,0,475955691,0,0
"SN",201611,30,34464248337928,"PU",1,1,962222219,0,1549035000,0,0,0,0,0
